person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
27.0,male,Associate,35747.0,4,RENT,3000.0,HOMEIMPROVEMENT,7.01,0.08,5.0,652,No,1
25.0,male,High School,89897.0,4,RENT,24101.0,DEBTCONSOLIDATION,12.71,0.27,3.0,647,No,1
24.0,male,Bachelor,90288.0,0,MORTGAGE,10000.0,VENTURE,15.34,0.11,3.0,640,No,1
29.0,male,High School,31535.0,6,RENT,6361.0,MEDICAL,14.54,0.2,6.0,618,No,1
24.0,male,Bachelor,65243.0,0,RENT,7770.0,EDUCATION,10.34,0.12,4.0,697,No,1
31.0,male,Bachelor,36809.0,9,RENT,6600.0,HOMEIMPROVEMENT,16.33,0.18,7.0,726,No,1
24.0,male,High School,67089.0,3,RENT,20000.0,VENTURE,13.58,0.3,4.0,623,No,1
23.0,male,Bachelor,24251.0,0,RENT,3000.0,PERSONAL,10.13,0.12,3.0,606,No,1
24.0,female,High School,65950.0,2,RENT,20000.0,VENTURE,14.68,0.3,2.0,665,No,1
23.0,male,High School,64030.0,0,RENT,19139.0,MEDICAL,15.35,0.3,4.0,613,No,1
27.0,female,Associate,39519.0,6,RENT,9250.0,PERSONAL,15.26,0.23,7.0,631,No,1
23.0,female,Master,77807.0,0,RENT,10000.0,EDUCATION,12.87,0.13,5.0,576,No,1
22.0,male,High School,129274.0,0,RENT,24053.0,HOMEIMPROVEMENT,18.04,0.19,4.0,594,No,1
25.0,male,Associate,114860.0,1,RENT,5725.0,EDUCATION,16.69,0.05,5.0,668,No,1
25.0,male,High School,32351.0,0,RENT,12192.0,MEDICAL,11.46,0.38,4.0,600,No,1
30.0,male,Associate,31340.0,10,RENT,1500.0,DEBTCONSOLIDATION,14.55,0.05,6.0,606,No,1
24.0,female,Bachelor,44370.0,0,RENT,6747.0,DEBTCONSOLIDATION,11.97,0.15,6.0,679,No,1
24.0,male,High School,37114.0,0,RENT,3000.0,DEBTCONSOLIDATION,12.62,0.08,4.0,648,No,1
24.0,male,Associate,33297.0,2,RENT,9000.0,MEDICAL,8.32,0.27,6.0,635,No,1
25.0,female,High School,32351.0,0,RENT,4196.0,DEBTCONSOLIDATION,15.87,0.13,3.0,543,No,1
23.0,female,Associate,58433.0,4,RENT,15000.0,PERSONAL,11.23,0.26,4.0,653,No,1
37.0,female,Master,15587.0,13,RENT,4000.0,MEDICAL,10.62,0.26,12.0,611,No,1
22.0,male,High School,65790.0,0,RENT,7000.0,DEBTCONSOLIDATION,14.96,0.11,3.0,567,No,1
27.0,female,Master,70418.0,3,RENT,20000.0,DEBTCONSOLIDATION,11.24,0.28,5.0,579,No,1
23.0,female,High School,90008.0,1,RENT,24236.0,DEBTCONSOLIDATION,15.5,0.27,2.0,598,No,1
34.0,male,High School,39354.0,10,RENT,10763.0,DEBTCONSOLIDATION,14.6,0.27,6.0,700,No,1
43.0,female,High School,62080.0,20,RENT,20000.0,PERSONAL,13.8,0.32,13.0,639,No,1
25.0,female,Master,56314.0,2,RENT,5000.0,EDUCATION,10.9,0.09,6.0,538,No,1
25.0,male,Bachelor,37779.0,3,RENT,10000.0,DEBTCONSOLIDATION,10.37,0.26,3.0,635,No,1
24.0,male,Bachelor,72822.0,0,RENT,20000.0,PERSONAL,11.65,0.27,2.0,640,No,1
26.0,female,Associate,37034.0,1,RENT,12000.0,PERSONAL,11.47,0.32,4.0,631,No,1
27.0,male,Associate,39403.0,4,RENT,8597.0,DEBTCONSOLIDATION,15.97,0.22,6.0,601,No,1
39.0,male,High School,38486.0,15,RENT,10000.0,EDUCATION,9.31,0.26,14.0,630,No,1
25.0,male,Associate,32448.0,2,RENT,12235.0,VENTURE,11.48,0.38,3.0,552,No,1
25.0,female,Master,94258.0,2,RENT,10000.0,EDUCATION,14.53,0.11,5.0,608,No,1
26.0,male,Bachelor,55430.0,2,RENT,18132.0,DEBTCONSOLIDATION,13.26,0.33,6.0,655,No,1
32.0,male,Associate,53596.0,8,RENT,14000.0,DEBTCONSOLIDATION,13.56,0.26,8.0,627,No,1
23.0,female,Associate,42040.0,0,RENT,1027.0,DEBTCONSOLIDATION,10.86,0.02,3.0,562,No,1
25.0,male,Associate,78012.0,0,MORTGAGE,14266.0,DEBTCONSOLIDATION,9.65,0.18,2.0,641,No,1
29.0,male,Master,68341.0,7,RENT,3080.0,DEBTCONSOLIDATION,12.01,0.05,9.0,564,No,1
27.0,male,Bachelor,52524.0,5,RENT,15000.0,MEDICAL,9.98,0.29,6.0,605,No,1
28.0,female,Master,40419.0,0,RENT,3164.0,HOMEIMPROVEMENT,14.1,0.08,6.0,632,No,1
30.0,male,Bachelor,80170.0,7,MORTGAGE,3072.0,DEBTCONSOLIDATION,15.02,0.04,8.0,678,No,1
26.0,male,Bachelor,65716.0,4,RENT,3600.0,PERSONAL,11.26,0.05,4.0,689,No,1
24.0,male,Master,80955.0,2,MORTGAGE,30000.0,MEDICAL,17.22,0.37,3.0,647,No,1
25.0,female,High School,103597.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.14,0.05,3.0,611,No,1
28.0,male,Associate,87961.0,5,MORTGAGE,14000.0,EDUCATION,15.03,0.16,8.0,532,No,1
33.0,male,High School,43924.0,10,RENT,12203.0,PERSONAL,10.02,0.28,6.0,531,No,1
24.0,female,High School,31287.0,0,RENT,4000.0,MEDICAL,16.49,0.13,3.0,588,No,1
33.0,male,Bachelor,37436.0,13,RENT,3000.0,MEDICAL,14.23,0.08,10.0,638,No,1
25.0,male,Bachelor,26913.0,0,RENT,10000.0,MEDICAL,9.84,0.37,4.0,506,No,1
22.0,female,High School,72692.0,0,RENT,25000.0,PERSONAL,10.76,0.34,4.0,604,No,1
26.0,male,Associate,55765.0,0,RENT,18212.0,DEBTCONSOLIDATION,12.99,0.33,5.0,592,No,1
23.0,male,Bachelor,45617.0,0,MORTGAGE,9897.0,HOMEIMPROVEMENT,9.71,0.22,3.0,650,No,1
25.0,male,Master,59860.0,6,MORTGAGE,7001.0,MEDICAL,7.5,0.12,4.0,663,No,1
23.0,female,Associate,104368.0,1,MORTGAGE,18753.0,MEDICAL,12.54,0.18,3.0,677,No,1
29.0,male,High School,38266.0,8,RENT,14615.0,PERSONAL,10.4,0.38,7.0,566,No,1
22.0,male,Associate,19657.0,0,RENT,3177.0,HOMEIMPROVEMENT,14.61,0.16,4.0,676,No,1
23.0,male,Master,80465.0,0,RENT,11785.0,HOMEIMPROVEMENT,16.72,0.15,3.0,588,No,1
23.0,male,High School,26127.0,0,RENT,3724.0,PERSONAL,15.82,0.14,2.0,685,No,1
22.0,female,High School,24639.0,0,RENT,7750.0,MEDICAL,14.83,0.31,4.0,550,No,1
31.0,female,Associate,68272.0,10,MORTGAGE,6049.0,MEDICAL,12.33,0.09,9.0,563,No,1
38.0,male,High School,105127.0,16,MORTGAGE,7930.0,HOMEIMPROVEMENT,8.42,0.08,17.0,549,No,1
26.0,male,High School,60959.0,2,RENT,20089.0,DEBTCONSOLIDATION,7.49,0.33,3.0,617,No,1
24.0,female,High School,71595.0,3,RENT,12000.0,MEDICAL,16.08,0.17,3.0,574,No,1
32.0,male,Master,53280.0,8,RENT,15000.0,MEDICAL,6.8,0.28,6.0,644,No,1
25.0,male,Associate,66218.0,4,MORTGAGE,5000.0,MEDICAL,15.92,0.08,5.0,673,No,1
22.0,female,Associate,32714.0,0,MORTGAGE,6056.0,MEDICAL,14.36,0.19,4.0,567,No,1
24.0,male,Master,48742.0,0,RENT,14097.0,MEDICAL,11.58,0.29,4.0,649,No,1
32.0,male,Master,74334.0,9,MORTGAGE,9993.0,MEDICAL,16.88,0.13,10.0,608,No,1
27.0,male,Bachelor,98557.0,5,RENT,20308.0,EDUCATION,17.34,0.21,7.0,694,No,1
24.0,female,Associate,40461.0,0,RENT,6925.0,EDUCATION,16.76,0.17,3.0,695,No,1
23.0,male,Master,83732.0,0,RENT,9537.0,PERSONAL,15.24,0.11,4.0,643,No,1
32.0,male,Master,42836.0,6,RENT,11026.0,MEDICAL,8.09,0.26,12.0,640,No,1
28.0,male,Bachelor,46508.0,8,RENT,15145.0,MEDICAL,12.64,0.33,9.0,643,No,1
26.0,male,Master,42906.0,3,RENT,12958.0,MEDICAL,11.59,0.3,3.0,645,No,1
45.0,female,High School,127065.0,26,MORTGAGE,30000.0,DEBTCONSOLIDATION,17.91,0.24,14.0,690,No,1
23.0,male,High School,129686.0,0,RENT,35000.0,DEBTCONSOLIDATION,16.48,0.27,4.0,672,No,1
23.0,male,Associate,53380.0,1,RENT,10000.0,MEDICAL,14.53,0.19,3.0,658,No,1
24.0,female,Master,32135.0,0,RENT,12000.0,MEDICAL,9.38,0.37,3.0,651,No,1
34.0,female,High School,32159.0,13,RENT,8500.0,EDUCATION,12.08,0.26,12.0,669,No,1
35.0,female,High School,153242.0,11,RENT,25000.0,DEBTCONSOLIDATION,17.34,0.16,6.0,595,No,1
29.0,female,Associate,36991.0,7,RENT,5425.0,HOMEIMPROVEMENT,15.24,0.15,6.0,623,No,1
39.0,male,Master,67085.0,16,RENT,24000.0,DEBTCONSOLIDATION,12.53,0.36,12.0,705,No,1
28.0,male,Bachelor,45220.0,7,RENT,12000.0,EDUCATION,12.0,0.27,6.0,632,No,1
24.0,male,High School,21175.0,0,RENT,3927.0,DEBTCONSOLIDATION,10.81,0.19,3.0,599,No,1
33.0,female,Associate,79018.0,7,RENT,20000.0,HOMEIMPROVEMENT,13.47,0.25,11.0,594,No,1
60.0,male,Bachelor,55787.0,37,RENT,20000.0,DEBTCONSOLIDATION,10.0,0.36,22.0,710,No,1
26.0,female,Bachelor,31069.0,1,RENT,8500.0,VENTURE,11.53,0.27,3.0,601,No,1
29.0,male,High School,66156.0,7,RENT,5000.0,DEBTCONSOLIDATION,15.41,0.08,7.0,565,No,1
25.0,female,Associate,65837.0,1,RENT,3469.0,EDUCATION,12.81,0.05,3.0,688,No,1
33.0,male,Associate,23949.0,12,RENT,3243.0,EDUCATION,16.22,0.14,7.0,540,No,1
34.0,female,Bachelor,191446.0,12,RENT,27326.0,HOMEIMPROVEMENT,17.17,0.14,10.0,691,No,1
28.0,male,High School,54172.0,3,MORTGAGE,6000.0,EDUCATION,17.16,0.11,6.0,613,No,1
27.0,male,Master,39981.0,7,RENT,4920.0,MEDICAL,14.48,0.12,7.0,623,No,1
25.0,female,Master,54667.0,3,RENT,14500.0,PERSONAL,12.26,0.27,3.0,649,No,1
26.0,female,High School,91039.0,1,MORTGAGE,15000.0,PERSONAL,14.34,0.16,7.0,655,No,1
25.0,male,Bachelor,35310.0,6,RENT,8640.0,MEDICAL,12.83,0.24,3.0,683,No,1
31.0,female,Master,61177.0,10,MORTGAGE,2000.0,EDUCATION,7.91,0.03,8.0,593,No,1
23.0,female,High School,78997.0,0,RENT,20000.0,HOMEIMPROVEMENT,11.39,0.25,3.0,577,No,1
27.0,male,Master,54041.0,8,RENT,2441.0,MEDICAL,7.84,0.05,6.0,570,No,1
25.0,male,Associate,41808.0,2,RENT,8000.0,MEDICAL,16.53,0.19,4.0,570,No,1
22.0,female,Bachelor,70096.0,0,RENT,16000.0,HOMEIMPROVEMENT,17.15,0.23,3.0,554,No,1
29.0,female,Bachelor,39710.0,5,RENT,14273.0,MEDICAL,11.65,0.36,9.0,572,No,1
25.0,male,Bachelor,38441.0,2,RENT,4645.0,MEDICAL,11.88,0.12,3.0,658,No,1
21.0,female,Associate,40405.0,0,RENT,2000.0,HOMEIMPROVEMENT,13.73,0.05,4.0,674,No,1
25.0,female,Bachelor,106490.0,0,RENT,10000.0,VENTURE,14.81,0.09,3.0,579,No,1
24.0,female,Master,29860.0,1,RENT,2825.0,MEDICAL,15.45,0.09,4.0,641,No,1
25.0,female,Bachelor,65746.0,1,RENT,16000.0,HOMEIMPROVEMENT,15.71,0.24,5.0,490,No,1
25.0,male,High School,35734.0,2,RENT,4020.0,HOMEIMPROVEMENT,14.2,0.11,3.0,528,No,1
24.0,female,Associate,58612.0,1,RENT,15000.0,PERSONAL,10.77,0.26,3.0,671,No,1
24.0,male,Associate,39527.0,0,RENT,5000.0,PERSONAL,12.71,0.13,4.0,642,No,1
26.0,male,High School,51442.0,6,RENT,5000.0,PERSONAL,13.85,0.1,3.0,655,No,1
29.0,male,High School,50875.0,5,RENT,5000.0,EDUCATION,11.44,0.1,5.0,668,No,1
24.0,female,High School,24498.0,0,RENT,5000.0,DEBTCONSOLIDATION,13.0,0.2,3.0,643,No,1
27.0,male,Bachelor,79795.0,2,RENT,10000.0,DEBTCONSOLIDATION,13.88,0.13,3.0,598,No,1
26.0,female,Associate,51410.0,4,MORTGAGE,3200.0,DEBTCONSOLIDATION,12.71,0.06,6.0,553,No,1
26.0,male,Master,94672.0,5,RENT,12000.0,DEBTCONSOLIDATION,14.27,0.13,4.0,674,No,1
23.0,male,Associate,85024.0,0,RENT,22112.0,EDUCATION,12.01,0.26,4.0,653,No,1
23.0,male,Associate,51188.0,3,RENT,6000.0,HOMEIMPROVEMENT,15.35,0.12,3.0,622,No,1
30.0,male,Bachelor,37656.0,4,RENT,9972.0,DEBTCONSOLIDATION,10.75,0.26,6.0,619,No,1
22.0,male,Bachelor,24582.0,2,RENT,6495.0,PERSONAL,10.99,0.26,3.0,462,No,1
27.0,female,Bachelor,83561.0,2,RENT,6000.0,DEBTCONSOLIDATION,15.37,0.07,7.0,639,No,1
37.0,male,Associate,78631.0,13,MORTGAGE,30000.0,MEDICAL,17.37,0.38,12.0,661,No,1
30.0,female,High School,46131.0,6,RENT,19750.0,DEBTCONSOLIDATION,10.48,0.43,10.0,627,No,1
40.0,female,Bachelor,74103.0,19,RENT,16000.0,MEDICAL,11.88,0.22,15.0,668,No,1
25.0,male,Bachelor,50534.0,3,RENT,10000.0,HOMEIMPROVEMENT,12.7,0.2,5.0,651,No,1
25.0,male,Associate,41519.0,0,RENT,1942.0,DEBTCONSOLIDATION,8.64,0.05,4.0,619,No,1
31.0,male,High School,14695.0,10,RENT,2100.0,MEDICAL,6.79,0.14,7.0,626,No,1
29.0,male,Doctorate,53706.0,8,RENT,11829.0,DEBTCONSOLIDATION,14.44,0.22,8.0,598,No,1
32.0,male,Master,56639.0,10,RENT,5000.0,EDUCATION,16.3,0.09,7.0,691,No,1
25.0,male,Master,16671.0,2,RENT,6351.0,VENTURE,13.04,0.38,3.0,730,No,1
32.0,male,Associate,53875.0,8,RENT,5000.0,MEDICAL,18.08,0.09,5.0,719,No,1
31.0,male,Bachelor,124837.0,6,RENT,8565.0,EDUCATION,14.89,0.07,11.0,643,No,1
31.0,female,Associate,195574.0,8,RENT,2854.0,PERSONAL,14.54,0.01,9.0,621,No,1
25.0,male,Associate,60667.0,2,MORTGAGE,2707.0,MEDICAL,11.17,0.04,3.0,502,No,1
34.0,female,Doctorate,137667.0,12,MORTGAGE,35000.0,DEBTCONSOLIDATION,18.59,0.25,10.0,706,No,1
24.0,male,Bachelor,49585.0,0,RENT,17620.0,MEDICAL,10.29,0.36,4.0,605,No,1
25.0,female,Bachelor,87623.0,2,MORTGAGE,14000.0,EDUCATION,14.71,0.16,5.0,669,No,1
25.0,male,Bachelor,101590.0,1,MORTGAGE,5136.0,DEBTCONSOLIDATION,15.11,0.05,3.0,694,No,1
23.0,female,Bachelor,58737.0,0,RENT,15000.0,EDUCATION,7.89,0.26,3.0,672,No,1
36.0,female,High School,8000.0,17,RENT,1235.0,VENTURE,12.43,0.15,13.0,696,No,1
37.0,male,Bachelor,23963.0,9,RENT,7000.0,HOMEIMPROVEMENT,8.62,0.29,9.0,636,No,1
30.0,female,Bachelor,35674.0,5,RENT,10000.0,DEBTCONSOLIDATION,15.8,0.28,10.0,732,No,1
25.0,female,Bachelor,87423.0,2,RENT,19084.0,HOMEIMPROVEMENT,11.71,0.22,3.0,664,No,1
31.0,female,Bachelor,29882.0,5,RENT,8500.0,MEDICAL,7.72,0.28,7.0,590,No,1
24.0,female,High School,91348.0,0,RENT,24000.0,PERSONAL,11.82,0.26,4.0,655,No,1
23.0,male,Bachelor,32116.0,2,RENT,8237.0,EDUCATION,10.41,0.26,4.0,675,No,1
23.0,male,Associate,69402.0,1,MORTGAGE,10000.0,MEDICAL,13.89,0.14,3.0,561,No,1
23.0,male,High School,40856.0,0,RENT,18041.0,MEDICAL,9.97,0.44,4.0,638,No,1
35.0,female,Master,92017.0,16,RENT,12722.0,MEDICAL,15.61,0.14,11.0,594,No,1
23.0,female,Bachelor,15299.0,3,RENT,3074.0,EDUCATION,10.35,0.2,3.0,602,No,1
24.0,male,Associate,80687.0,3,RENT,25000.0,EDUCATION,12.75,0.31,5.0,564,No,1
23.0,female,Master,62254.0,0,RENT,17010.0,HOMEIMPROVEMENT,8.6,0.27,4.0,663,No,1
28.0,female,High School,43424.0,7,RENT,12000.0,DEBTCONSOLIDATION,6.32,0.28,6.0,582,No,1
32.0,male,Bachelor,110497.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,17.2,0.05,9.0,605,No,1
30.0,male,Associate,21182.0,9,RENT,2708.0,MEDICAL,14.83,0.13,10.0,664,No,1
22.0,male,High School,41724.0,0,RENT,9600.0,PERSONAL,15.69,0.23,3.0,511,No,1
23.0,male,Bachelor,47721.0,0,RENT,14896.0,MEDICAL,11.92,0.31,4.0,666,No,1
29.0,female,Associate,24182.0,6,RENT,2000.0,DEBTCONSOLIDATION,5.99,0.08,7.0,624,No,1
28.0,female,Bachelor,101687.0,5,MORTGAGE,2704.0,EDUCATION,15.16,0.03,8.0,652,No,1
24.0,male,Bachelor,55981.0,5,RENT,14430.0,PERSONAL,11.01,0.26,3.0,660,No,1
23.0,female,Bachelor,36989.0,0,RENT,4000.0,MEDICAL,15.22,0.11,2.0,648,No,1
29.0,male,Bachelor,41649.0,10,RENT,6000.0,DEBTCONSOLIDATION,15.09,0.14,6.0,666,No,1
27.0,male,High School,15497.0,6,RENT,4000.0,MEDICAL,13.46,0.26,7.0,576,No,1
23.0,female,Bachelor,44234.0,2,RENT,4000.0,PERSONAL,13.57,0.09,4.0,632,No,1
31.0,male,Associate,36958.0,9,RENT,14125.0,MEDICAL,14.02,0.38,10.0,714,No,1
26.0,female,Bachelor,37119.0,5,RENT,5000.0,DEBTCONSOLIDATION,9.23,0.13,4.0,657,No,1
29.0,male,High School,39498.0,4,RENT,6525.0,EDUCATION,16.07,0.17,9.0,646,No,1
29.0,male,Master,25201.0,8,RENT,3101.0,VENTURE,11.3,0.12,7.0,614,No,1
24.0,female,Bachelor,80597.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.35,0.25,4.0,557,No,1
36.0,male,Associate,59782.0,12,RENT,8000.0,EDUCATION,15.6,0.13,14.0,635,No,1
25.0,female,Associate,36964.0,0,RENT,10282.0,PERSONAL,10.62,0.28,3.0,668,No,1
34.0,male,Bachelor,166558.0,14,MORTGAGE,20951.0,HOMEIMPROVEMENT,18.65,0.13,10.0,659,No,1
25.0,female,Master,51328.0,4,RENT,6887.0,MEDICAL,17.07,0.13,3.0,706,No,1
33.0,male,Bachelor,58612.0,10,RENT,20000.0,MEDICAL,14.14,0.34,12.0,721,No,1
25.0,male,Associate,59624.0,0,MORTGAGE,7000.0,EDUCATION,7.59,0.12,5.0,643,No,1
23.0,female,Master,39322.0,3,RENT,5000.0,HOMEIMPROVEMENT,11.95,0.13,4.0,622,No,1
23.0,female,Associate,77880.0,3,RENT,10098.0,VENTURE,11.58,0.13,4.0,659,No,1
38.0,male,Associate,51175.0,18,RENT,10971.0,PERSONAL,13.95,0.21,12.0,656,No,1
24.0,male,Associate,38637.0,1,RENT,10000.0,VENTURE,13.82,0.26,3.0,670,No,1
30.0,male,Bachelor,21016.0,3,RENT,2648.0,HOMEIMPROVEMENT,14.8,0.13,10.0,615,No,1
28.0,male,High School,121751.0,2,RENT,20497.0,HOMEIMPROVEMENT,17.4,0.17,5.0,637,No,1
22.0,female,Bachelor,42605.0,3,RENT,9600.0,DEBTCONSOLIDATION,19.16,0.23,4.0,637,No,1
32.0,female,Master,54089.0,11,RENT,1567.0,MEDICAL,12.49,0.03,11.0,673,No,1
25.0,female,Associate,75541.0,0,RENT,20000.0,MEDICAL,10.53,0.26,3.0,696,No,1
28.0,male,Bachelor,142235.0,7,MORTGAGE,17855.0,EDUCATION,15.8,0.13,5.0,671,No,1
33.0,female,Bachelor,88709.0,10,RENT,11687.0,VENTURE,15.76,0.13,9.0,695,No,1
23.0,male,Bachelor,69608.0,0,MORTGAGE,16117.0,MEDICAL,15.43,0.23,3.0,689,No,1
23.0,female,High School,13540.0,1,RENT,4843.0,PERSONAL,11.54,0.36,3.0,684,No,1
24.0,male,Bachelor,41936.0,0,RENT,5019.0,PERSONAL,13.17,0.12,4.0,589,No,1
34.0,female,Master,91849.0,13,MORTGAGE,19200.0,HOMEIMPROVEMENT,16.77,0.21,9.0,700,No,1
25.0,male,Associate,29863.0,4,RENT,10000.0,DEBTCONSOLIDATION,9.27,0.33,3.0,692,No,1
26.0,male,High School,34786.0,1,RENT,9851.0,MEDICAL,7.19,0.28,4.0,617,No,1
31.0,female,Bachelor,44182.0,8,RENT,1583.0,DEBTCONSOLIDATION,13.93,0.04,9.0,688,No,1
31.0,male,Associate,71761.0,10,MORTGAGE,12000.0,MEDICAL,17.61,0.17,10.0,544,No,1
29.0,male,High School,40666.0,7,RENT,5600.0,EDUCATION,11.83,0.14,6.0,638,No,1
27.0,male,Bachelor,48067.0,4,RENT,6000.0,VENTURE,13.96,0.12,8.0,582,No,1
31.0,male,High School,10891.0,8,RENT,2720.0,DEBTCONSOLIDATION,7.29,0.25,8.0,581,No,1
27.0,male,Master,49163.0,4,RENT,13000.0,VENTURE,12.66,0.26,6.0,627,No,1
27.0,female,Bachelor,57091.0,2,RENT,15000.0,PERSONAL,9.24,0.26,10.0,684,No,1
29.0,female,Associate,45084.0,2,RENT,20000.0,MEDICAL,13.17,0.44,7.0,689,No,1
30.0,female,Doctorate,23759.0,11,RENT,4665.0,PERSONAL,14.99,0.2,7.0,671,No,1
25.0,male,Associate,39124.0,2,MORTGAGE,7962.0,DEBTCONSOLIDATION,11.78,0.2,2.0,597,No,1
26.0,male,Associate,41823.0,1,RENT,6294.0,DEBTCONSOLIDATION,15.25,0.15,8.0,641,No,1
23.0,male,Bachelor,32167.0,2,RENT,10000.0,PERSONAL,14.48,0.31,3.0,651,No,1
26.0,male,High School,71870.0,1,RENT,6213.0,MEDICAL,16.15,0.09,6.0,656,No,1
24.0,female,High School,26772.0,1,RENT,6613.0,EDUCATION,12.48,0.25,4.0,641,No,1
29.0,female,Doctorate,233651.0,5,MORTGAGE,5449.0,DEBTCONSOLIDATION,15.18,0.02,7.0,672,No,1
24.0,male,Master,63656.0,0,RENT,4000.0,PERSONAL,11.39,0.06,3.0,615,No,1
25.0,female,Associate,62348.0,2,RENT,20027.0,EDUCATION,10.87,0.32,4.0,625,No,1
23.0,female,High School,48401.0,2,MORTGAGE,3354.0,MEDICAL,11.36,0.07,4.0,514,No,1
25.0,female,High School,36510.0,2,RENT,4000.0,EDUCATION,14.19,0.11,3.0,657,No,1
24.0,female,Master,35286.0,1,RENT,8000.0,PERSONAL,14.53,0.23,2.0,645,No,1
24.0,female,Master,62230.0,2,RENT,20115.0,EDUCATION,14.03,0.32,4.0,696,No,1
29.0,female,Master,52024.0,5,RENT,6000.0,PERSONAL,15.1,0.12,9.0,652,No,1
22.0,female,Associate,36713.0,1,RENT,12000.0,EDUCATION,7.45,0.33,3.0,585,No,1
24.0,male,Associate,92266.0,0,MORTGAGE,5528.0,DEBTCONSOLIDATION,14.18,0.06,3.0,645,No,1
25.0,female,Bachelor,18947.0,2,RENT,4438.0,PERSONAL,11.65,0.23,4.0,616,No,1
29.0,female,Bachelor,65531.0,8,RENT,10000.0,DEBTCONSOLIDATION,14.8,0.15,9.0,643,No,1
25.0,male,High School,18772.0,2,OWN,4468.0,VENTURE,11.99,0.24,4.0,658,No,1
23.0,male,Bachelor,29390.0,0,RENT,8835.0,VENTURE,9.82,0.3,2.0,663,No,1
31.0,female,Bachelor,50963.0,6,RENT,14000.0,DEBTCONSOLIDATION,12.08,0.27,6.0,644,No,1
47.0,female,Bachelor,22535.0,24,RENT,3000.0,PERSONAL,5.98,0.13,14.0,718,No,1
28.0,female,High School,93343.0,7,RENT,25000.0,VENTURE,12.85,0.27,6.0,602,No,1
33.0,male,High School,65676.0,8,RENT,1457.0,DEBTCONSOLIDATION,14.69,0.02,9.0,567,No,1
22.0,male,Master,15557.0,0,RENT,4000.0,VENTURE,10.1,0.26,3.0,691,No,1
29.0,female,High School,13972.0,5,RENT,2241.0,MEDICAL,10.5,0.16,7.0,615,No,1
31.0,female,Bachelor,59596.0,6,RENT,8457.0,VENTURE,14.18,0.14,9.0,608,No,1
33.0,female,High School,35571.0,6,RENT,3761.0,MEDICAL,9.62,0.11,9.0,656,No,1
23.0,male,High School,22693.0,0,RENT,5910.0,PERSONAL,13.35,0.26,2.0,667,No,1
30.0,female,Associate,24246.0,11,OWN,6000.0,PERSONAL,11.21,0.25,6.0,699,No,1
32.0,female,Bachelor,24215.0,7,RENT,5000.0,VENTURE,9.99,0.21,8.0,562,No,1
30.0,male,Bachelor,54102.0,6,RENT,12000.0,MEDICAL,16.1,0.22,7.0,675,No,1
25.0,female,Bachelor,35824.0,4,RENT,4031.0,HOMEIMPROVEMENT,16.19,0.11,4.0,653,No,1
42.0,female,High School,19478.0,20,RENT,2520.0,HOMEIMPROVEMENT,11.01,0.13,13.0,686,No,1
26.0,male,Master,52698.0,2,RENT,4302.0,EDUCATION,12.17,0.08,5.0,689,No,1
31.0,male,High School,48937.0,9,RENT,14519.0,DEBTCONSOLIDATION,10.8,0.3,7.0,647,No,1
24.0,male,Bachelor,51912.0,2,RENT,18250.0,VENTURE,12.5,0.35,4.0,652,No,1
25.0,female,Bachelor,22617.0,0,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.18,3.0,580,No,1
35.0,male,High School,68428.0,11,MORTGAGE,5801.0,MEDICAL,13.35,0.08,8.0,636,No,1
25.0,male,Bachelor,37801.0,3,RENT,18000.0,MEDICAL,12.34,0.48,6.0,609,No,1
26.0,male,Associate,60920.0,7,RENT,5301.0,HOMEIMPROVEMENT,12.06,0.09,6.0,534,No,1
25.0,male,Bachelor,43983.0,3,RENT,2497.0,MEDICAL,11.77,0.06,4.0,614,No,1
26.0,female,Bachelor,64025.0,2,RENT,4000.0,MEDICAL,10.83,0.06,4.0,684,No,1
32.0,female,High School,44747.0,8,RENT,19718.0,HOMEIMPROVEMENT,12.2,0.44,8.0,580,No,1
29.0,male,Bachelor,20949.0,10,RENT,5000.0,PERSONAL,9.64,0.24,8.0,714,No,1
26.0,male,Associate,86546.0,3,RENT,2351.0,MEDICAL,16.74,0.03,4.0,672,No,1
25.0,male,High School,106327.0,2,MORTGAGE,20000.0,PERSONAL,17.25,0.19,3.0,635,No,1
25.0,female,Bachelor,67180.0,3,RENT,2780.0,MEDICAL,9.03,0.04,3.0,641,No,1
30.0,male,High School,53899.0,7,RENT,4500.0,DEBTCONSOLIDATION,10.1,0.08,5.0,653,No,1
33.0,female,Master,101533.0,8,RENT,20000.0,MEDICAL,11.6,0.2,6.0,524,No,1
23.0,male,High School,83531.0,0,RENT,9555.0,HOMEIMPROVEMENT,15.19,0.11,4.0,652,No,1
22.0,female,Master,23081.0,1,RENT,5000.0,EDUCATION,12.7,0.22,4.0,613,No,1
25.0,male,High School,43980.0,2,RENT,12000.0,EDUCATION,9.91,0.27,4.0,545,No,1
24.0,male,Associate,49044.0,1,RENT,3000.0,EDUCATION,14.13,0.06,3.0,572,No,1
